,B_fighter,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Weight_lbs,B_age,Gender
1112,Chan Sung Jung,2017-02-04,"Houston, Texas, USA",Blue,False,Featherweight,5,1.0,0.0,0.0,5.5,4.0,3.0,2.5,83.25,23.75,85.5,25.0,0.25,4.25,2.75,1.75,1.0,1.5,1.25,0.375,3.0,1.0,3.25,2.5,1.75,0.75,71.5,24.0,66.0,19.5,0.0,6.25,3.75,0.75,0.0,2.75,1.25,0.2075,11.0,648.25,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,Orthodox,170.18,145.0,29.0,1
1120,Michinori Tanaka,2017-02-04,"Houston, Texas, USA",Red,False,Bantamweight,3,1.0,0.0,0.0,3.5,3.0,1.25,0.75,61.25,16.25,73.0,23.75,0.0,4.0,3.25,2.0,0.25,5.75,2.5,0.4575,1.0,2.0,3.0,2.25,1.0,0.75,50.75,23.25,43.75,18.75,0.0,7.0,5.0,5.25,1.75,3.75,2.25,0.49,12.0,900.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Orthodox,165.1,135.0,26.0,1
1132,Alessio Di Chirico,2017-01-28,"Denver, Colorado, USA",Red,False,Middleweight,3,0.0,1.0,0.0,18.0,11.5,16.0,9.0,116.0,48.5,116.5,45.5,0.5,7.5,6.0,2.5,0.0,4.5,2.0,0.495,1.0,1.0,28.5,16.0,15.5,11.5,121.5,39.5,89.0,21.5,0.0,19.5,13.5,1.5,0.5,6.5,1.5,0.225,6.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,182.88,185.0,27.0,1
1133,Jeremy Kimball,2017-01-28,"Denver, Colorado, USA",Red,False,Light Heavyweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,182.88,205.0,26.0,1
1135,JC Cottrell,2017-01-28,"Denver, Colorado, USA",Red,False,Lightweight,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,52.0,14.0,47.0,9.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,14.0,4.0,2.0,67.0,40.0,56.0,31.0,0.0,4.0,3.0,4.0,1.0,14.0,7.0,0.5,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,155.0,27.0,1
1137,Marcin Held,2017-01-15,"Phoenix, Arizona, USA",Red,False,Lightweight,3,1.0,0.0,0.0,2.0,0.0,4.0,3.0,70.0,23.0,80.0,30.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,16.0,12.0,0.0,0.0,52.0,21.0,62.0,31.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,155.0,24.0,1
1142,Viktor Pesta,2017-01-15,"Phoenix, Arizona, USA",Red,False,Heavyweight,3,2.0,0.0,0.0,4.0,3.5,4.75,2.5,34.0,7.25,43.5,12.75,0.0,2.0,1.75,2.25,0.0,9.25,2.5,0.1975,1.0,3.0,5.5,4.0,5.5,4.25,53.75,18.5,60.75,23.5,0.25,3.25,2.5,1.25,0.0,0.75,0.0,0.0,11.0,707.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,190.5,240.0,26.0,1
1146,Joachim Christensen,2017-01-15,"Phoenix, Arizona, USA",Blue,False,Light Heavyweight,3,1.0,0.0,0.0,6.0,4.0,18.0,11.0,88.0,27.0,114.0,42.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,23.0,20.0,16.0,49.0,25.0,44.0,17.0,0.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,205.0,38.0,1
1150,John Lineker,2016-12-30,"Las Vegas, Nevada, USA",Red,False,Bantamweight,3,0.0,6.0,0.0,35.416666666666664,19.83333333333333,10.5,5.25,126.08333333333331,45.66666666666666,104.0,32.416666666666664,0.8333333333333334,7.583333333333332,5.0,0.3333333333333333,0.5,0.6666666666666666,0.4166666666666667,0.16666666666666666,6.0,2.0,13.833333333333336,9.083333333333334,6.416666666666668,3.1666666666666665,86.66666666666669,36.083333333333336,78.16666666666667,28.16666666666667,0.0,6.916666666666668,5.666666666666668,0.5,0.25,3.583333333333333,0.9166666666666666,0.17583333333333334,29.0,648.0833333333334,0.0,0.0,1.0,3.0,5.0,1.0,0.0,10.0,Orthodox,160.02,135.0,26.0,1
1151,Tarec Saffiedine,2016-12-30,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,1.0,0.0,0.0,12.0,9.25,8.5,5.0,124.75,55.5,96.5,31.0,0.75,26.5,21.75,1.75,0.25,1.25,0.25,0.0825,1.0,2.0,21.75,16.0,15.5,10.75,131.25,51.25,121.0,42.5,0.25,6.75,5.75,0.0,0.25,3.25,0.25,0.0825,14.0,997.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Switch,177.8,170.0,30.0,1
1160,Brad Pickett,2016-12-17,"Sacramento, California, USA",Red,False,Bantamweight,3,1.0,0.0,0.0,10.0,5.166666666666667,7.416666666666668,4.583333333333333,89.75,24.66666666666667,85.33333333333333,21.166666666666668,0.25,9.416666666666666,6.666666666666668,1.0833333333333333,0.16666666666666666,3.9166666666666665,1.5,0.30749999999999994,2.0,7.0,11.666666666666664,6.5,7.75,5.166666666666667,103.58333333333331,41.16666666666666,100.08333333333331,39.16666666666666,0.5,4.0,3.583333333333333,0.8333333333333334,0.5,2.333333333333333,0.8333333333333334,0.21166666666666667,27.0,615.4166666666666,0.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,Orthodox,167.64,135.0,38.0,1
1166,Scott Holtzman,2016-12-17,"Sacramento, California, USA",Red,False,Lightweight,3,0.0,1.0,0.0,15.333333333333336,11.666666666666664,17.666666666666668,13.666666666666664,74.0,32.666666666666664,80.0,36.66666666666666,0.3333333333333333,6.666666666666668,5.666666666666668,2.6666666666666665,0.6666666666666666,3.6666666666666665,2.0,0.5766666666666667,1.0,1.0,5.666666666666668,4.666666666666667,14.666666666666664,8.0,79.0,21.0,90.0,25.33333333333333,0.0,2.0,1.6666666666666667,2.0,0.0,7.666666666666668,2.0,0.15333333333333332,9.0,853.3333333333335,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,175.26,155.0,33.0,1
1168,Takeya Mizugaki,2016-12-17,"Sacramento, California, USA",Red,False,Bantamweight,3,1.0,0.0,0.0,11.769230769230768,9.307692307692307,13.769230769230768,7.615384615384616,88.69230769230771,31.384615384615387,97.84615384615385,33.46153846153846,0.2307692307692308,5.0769230769230775,3.3846153846153846,0.8461538461538461,0.07692307692307693,2.4615384615384617,1.2307692307692308,0.3284615384615384,5.0,5.0,14.230769230769232,11.384615384615385,12.846153846153848,9.846153846153848,76.30769230769229,26.69230769230769,74.46153846153847,24.30769230769231,0.07692307692307693,3.8461538461538463,3.3846153846153846,0.6153846153846154,0.2307692307692308,4.384615384615385,1.3076923076923077,0.2846153846153846,34.0,731.5384615384614,0.0,0.0,3.0,4.0,1.0,0.0,0.0,8.0,Orthodox,170.18,135.0,33.0,1
1169,Fredy Serrano,2016-12-17,"Sacramento, California, USA",Red,False,Flyweight,3,1.0,0.0,0.0,6.0,3.6666666666666665,4.333333333333333,1.3333333333333333,49.33333333333334,13.0,46.33333333333334,10.333333333333334,0.3333333333333333,2.0,1.0,2.0,0.0,8.0,2.6666666666666665,0.3666666666666667,2.0,1.0,4.666666666666667,3.0,5.0,3.333333333333333,40.66666666666666,11.666666666666664,35.666666666666664,8.0,0.3333333333333333,7.333333333333332,4.666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,7.0,546.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,160.02,125.0,37.0,1
1172,Matt Brown,2016-12-10,"Toronto, Ontario, Canada",Red,False,Welterweight,3,2.0,0.0,0.0,11.636363636363635,9.409090909090908,11.772727272727273,9.545454545454543,41.81818181818182,17.59090909090909,46.04545454545455,20.90909090909091,0.3181818181818182,4.7727272727272725,3.363636363636364,0.7272727272727273,1.0454545454545454,2.1818181818181817,1.0454545454545454,0.3959090909090909,7.0,9.0,5.363636363636363,3.863636363636364,5.227272727272728,3.0909090909090913,40.27272727272727,15.0,43.63636363636363,16.272727272727273,0.18181818181818185,3.4090909090909087,2.727272727272727,1.4545454545454546,0.6818181818181818,4.727272727272728,1.818181818181818,0.26181818181818184,50.0,558.7272727272727,0.0,0.0,0.0,2.0,9.0,2.0,0.0,13.0,Orthodox,182.88,170.0,35.0,1
1181,Rustam Khabilov,2016-12-10,"Toronto, Ontario, Canada",Blue,False,Lightweight,3,0.0,3.0,0.0,5.875,2.875,3.75,2.375,52.5,13.5,55.625,17.875,0.125,5.125,3.125,1.0,0.125,7.5,3.5,0.45625,3.0,2.0,9.75,6.125,4.125,2.875,48.125,15.25,37.25,7.5,0.25,7.5,5.25,1.125,0.25,1.75,0.75,0.23875,21.0,720.375,0.0,0.0,0.0,4.0,1.0,0.0,1.0,6.0,Orthodox,172.72,155.0,30.0,1
1184,Anthony Hamilton,2016-12-09,"Albany, New York, USA",Red,False,Heavyweight,3,0.0,1.0,0.0,21.166666666666668,20.33333333333333,17.166666666666668,13.333333333333336,13.333333333333336,5.5,22.5,10.833333333333336,0.16666666666666666,2.5,2.1666666666666665,0.8333333333333334,0.0,2.5,1.3333333333333333,0.26333333333333336,1.0,3.0,5.5,4.666666666666667,13.5,10.666666666666666,21.166666666666668,8.833333333333334,27.83333333333333,14.5,0.16666666666666666,3.0,2.0,0.16666666666666666,0.16666666666666666,2.0,0.3333333333333333,0.09666666666666668,11.0,423.66666666666674,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Orthodox,195.58,260.0,36.0,1
1185,Sean O'Connell,2016-12-09,"Albany, New York, USA",Red,False,Light Heavyweight,3,2.0,0.0,0.0,13.0,10.5,15.166666666666664,12.333333333333336,82.0,35.166666666666664,81.33333333333333,33.666666666666664,0.5,6.0,5.0,0.16666666666666666,0.3333333333333333,1.6666666666666667,0.0,0.0,2.0,4.0,16.666666666666668,14.0,15.0,12.0,76.33333333333333,35.666666666666664,76.16666666666667,33.666666666666664,0.3333333333333333,5.166666666666667,4.166666666666667,0.5,0.0,0.8333333333333334,0.3333333333333333,0.22166666666666668,12.0,480.66666666666674,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,185.42,205.0,33.0,1
1200,Ryan Benoit,2016-12-03,"Las Vegas, Nevada, USA",Red,False,Flyweight,3,0.0,1.0,0.0,4.25,3.0,3.5,2.25,44.25,14.0,46.0,14.0,0.5,4.0,2.5,0.75,0.25,0.75,0.25,0.25,1.0,2.0,6.75,5.25,2.0,1.0,50.75,19.5,51.5,18.75,0.0,2.25,1.0,3.5,1.75,4.75,2.0,0.42,8.0,505.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Orthodox,165.1,125.0,27.0,1
1203,Brendan O'Reilly,2016-12-03,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,1.0,0.0,0.0,11.333333333333336,7.666666666666668,20.666666666666668,11.666666666666664,26.66666666666667,8.666666666666666,35.333333333333336,11.0,0.0,4.0,3.0,1.6666666666666667,0.3333333333333333,4.666666666666667,2.333333333333333,0.5333333333333333,1.0,2.0,11.0,10.0,30.66666666666667,21.0,27.33333333333333,12.666666666666664,48.0,23.66666666666667,0.3333333333333333,3.0,3.0,1.3333333333333333,0.6666666666666666,2.333333333333333,1.0,0.2766666666666667,7.0,645.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,170.18,170.0,29.0,1
1216,Geane Herrera,2016-11-26,"Melbourne, Victoria, Australia",Red,False,Flyweight,3,1.0,0.0,0.0,1.6666666666666667,1.3333333333333333,4.333333333333333,2.333333333333333,41.66666666666666,12.0,49.33333333333334,17.666666666666668,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,2.0,23.0,19.0,3.333333333333333,2.6666666666666665,70.0,28.33333333333333,82.0,33.666666666666664,0.0,5.333333333333333,4.333333333333333,8.333333333333334,0.6666666666666666,4.0,2.6666666666666665,0.54,8.0,789.3333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,165.1,125.0,26.0,1
1218,Ning Guangyou,2016-11-26,"Melbourne, Victoria, Australia",Red,False,Featherweight,3,1.0,0.0,0.0,11.666666666666664,7.0,4.0,3.0,72.66666666666667,27.0,58.33333333333334,18.0,0.0,11.333333333333336,8.333333333333334,1.0,0.3333333333333333,2.333333333333333,1.3333333333333333,0.5533333333333333,2.0,1.0,9.666666666666666,6.0,5.666666666666668,3.6666666666666665,60.33333333333334,19.0,42.333333333333336,6.666666666666668,0.0,14.666666666666664,10.333333333333334,0.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,0.4166666666666667,8.0,799.6666666666665,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Southpaw,162.56,145.0,34.0,1
1219,Jenel Lausa,2016-11-26,"Melbourne, Victoria, Australia",Blue,False,Flyweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,125.0,28.0,1
1223,Krzysztof Jotko,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Blue,False,Middleweight,3,0.0,4.0,0.0,11.5,9.333333333333334,15.333333333333336,13.666666666666664,53.66666666666666,16.333333333333332,56.0,18.166666666666668,0.16666666666666666,7.5,7.0,1.5,0.0,2.5,1.0,0.31833333333333336,4.0,1.0,8.333333333333334,4.5,5.666666666666668,4.5,40.66666666666666,13.5,33.5,8.833333333333334,0.0,5.5,5.5,1.3333333333333333,0.5,6.333333333333332,0.6666666666666666,0.11333333333333333,15.0,709.6666666666665,0.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,Southpaw,185.42,185.0,27.0,1
1228,Manvel Gamburyan,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Red,False,Bantamweight,3,1.0,0.0,0.0,4.571428571428571,3.071428571428572,6.642857142857142,4.5,36.142857142857146,12.071428571428573,39.714285714285715,12.428571428571427,0.07142857142857142,4.642857142857143,3.8571428571428568,0.5714285714285714,0.5714285714285714,6.357142857142858,2.142857142857143,0.3335714285714286,2.0,8.0,7.642857142857142,5.928571428571429,10.285714285714286,7.571428571428571,52.07142857142857,19.571428571428573,51.28571428571429,17.5,0.2857142857142857,8.285714285714286,6.928571428571429,0.42857142857142855,0.07142857142857142,2.571428571428572,0.7857142857142857,0.1907142857142857,32.0,596.9285714285714,1.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,Orthodox,165.1,135.0,35.0,1
1230,Justin Scoggins,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",Red,False,Bantamweight,3,0.0,2.0,0.0,13.0,9.5,6.666666666666668,5.5,51.83333333333334,22.66666666666667,55.0,26.66666666666667,0.0,5.833333333333332,4.833333333333333,5.166666666666667,0.5,5.333333333333333,3.5,0.6733333333333333,2.0,2.0,9.5,6.166666666666668,5.833333333333332,4.166666666666667,31.66666666666667,9.0,30.0,9.166666666666666,0.0,3.6666666666666665,2.0,0.5,0.6666666666666666,3.6666666666666665,0.6666666666666666,0.09000000000000001,15.0,705.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,Southpaw,170.18,125.0,24.0,1
1237,Ali Bagautinov,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Red,False,Flyweight,3,0.0,1.0,0.0,18.33333333333333,14.5,13.666666666666664,8.666666666666666,78.5,24.16666666666667,87.66666666666669,28.83333333333333,0.3333333333333333,6.833333333333332,4.5,1.8333333333333333,0.3333333333333333,7.666666666666668,2.833333333333333,0.355,3.0,2.0,20.5,14.0,22.83333333333333,17.333333333333332,79.83333333333333,27.83333333333333,71.0,23.5,0.0,16.0,11.833333333333336,0.8333333333333334,0.8333333333333334,1.8333333333333333,0.5,0.16666666666666666,20.0,984.6666666666665,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,Orthodox,162.56,125.0,31.0,1
1238,Magomed Mustafaev,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Red,False,Lightweight,3,0.0,2.0,0.0,3.5,3.0,8.5,5.0,23.0,10.5,28.5,13.0,0.5,2.0,2.0,0.0,0.0,1.5,0.0,0.0,2.0,0.0,7.0,4.5,10.0,5.0,18.0,11.0,19.5,9.5,0.0,5.5,5.0,0.0,0.0,1.5,1.0,0.33,3.0,309.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,Orthodox,172.72,155.0,28.0,1
1241,Alexander Yakovlev,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Red,False,Welterweight,3,1.0,0.0,0.0,8.8,6.4,4.6,3.2,43.0,18.2,34.8,11.8,0.4,7.4,5.8,1.4,0.0,3.6,1.0,0.38,2.0,3.0,10.0,7.0,6.6,4.8,51.4,17.2,57.8,22.2,0.2,6.8,5.8,2.6,0.0,6.6,1.8,0.264,13.0,767.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Southpaw,190.5,155.0,32.0,1
1243,Kwan Ho Kwak,2016-11-19,"Belfast, Northern Ireland, United Kingdom",Red,False,Bantamweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,165.1,135.0,27.0,1
1256,Tony Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",Blue,False,Lightweight,5,0.0,8.0,0.0,10.083333333333334,6.25,2.583333333333333,1.5,89.91666666666669,33.333333333333336,77.25,25.16666666666667,0.25,9.916666666666666,7.333333333333332,0.4166666666666667,1.0833333333333333,1.0,0.5,0.3466666666666667,8.0,1.0,12.75,6.75,3.083333333333333,0.6666666666666666,76.25,24.25,64.16666666666667,15.916666666666664,0.25,5.333333333333333,3.583333333333333,0.25,0.08333333333333333,2.6666666666666665,0.5833333333333334,0.1225,23.0,510.33333333333326,1.0,0.0,1.0,2.0,2.0,5.0,1.0,11.0,Orthodox,180.34,155.0,32.0,1
1259,Claudio Puelles,2016-11-05,"Mexico City, Distrito Federal, Mexico",Red,True,Lightweight,4,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,180.34,155.0,20.0,1
1262,Felipe Arantes,2016-11-05,"Mexico City, Distrito Federal, Mexico",Red,False,Bantamweight,3,0.0,2.0,0.0,8.555555555555555,5.666666666666668,4.666666666666667,2.555555555555556,41.444444444444436,17.555555555555557,43.66666666666666,18.0,0.1111111111111111,6.111111111111112,4.888888888888889,0.6666666666666666,0.5555555555555556,1.7777777777777777,1.0,0.2811111111111111,2.0,4.0,14.555555555555555,9.222222222222221,7.222222222222222,4.222222222222221,56.555555555555564,18.11111111111111,54.88888888888889,14.888888888888891,0.0,4.111111111111111,2.7777777777777777,3.111111111111111,0.1111111111111111,3.6666666666666665,2.1111111111111107,0.4755555555555556,22.0,696.8888888888888,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,Orthodox,172.72,135.0,28.0,1
1269,Dan Henderson,2016-10-08,"Manchester, England, United Kingdom",Red,True,Middleweight,5,0.0,1.0,0.0,5.647058823529411,4.705882352941177,12.529411764705882,8.705882352941176,33.823529411764696,11.411764705882351,43.11764705882353,16.529411764705884,0.4117647058823529,6.235294117647059,4.941176470588236,0.5882352941176471,0.29411764705882354,1.8235294117647056,0.8235294117647058,0.23176470588235296,4.0,8.0,8.588235294117647,7.0,8.294117647058824,5.235294117647058,43.647058823529406,18.529411764705888,52.470588235294116,22.411764705882355,0.6470588235294118,5.0588235294117645,4.294117647058823,2.0,0.4705882352941176,2.8823529411764706,1.0588235294117647,0.32,42.0,688.5294117647059,3.0,0.0,2.0,3.0,4.0,0.0,0.0,9.0,Orthodox,180.34,185.0,46.0,1
1271,Jimi Manuwa,2016-10-08,"Manchester, England, United Kingdom",Blue,False,Light Heavyweight,3,1.0,0.0,0.0,9.333333333333334,6.833333333333332,13.833333333333336,11.333333333333336,37.66666666666666,18.666666666666668,29.83333333333333,11.666666666666664,0.16666666666666666,13.166666666666664,12.0,0.16666666666666666,0.16666666666666666,1.5,0.5,0.16666666666666666,3.0,2.0,10.166666666666666,7.833333333333332,14.0,11.333333333333336,34.833333333333336,14.666666666666664,32.333333333333336,12.166666666666664,0.3333333333333333,8.0,7.166666666666668,1.0,0.0,2.6666666666666665,0.8333333333333334,0.2916666666666667,12.0,514.5,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,Orthodox,185.42,205.0,36.0,1
1272,Daniel Omielanczuk,2016-10-08,"Manchester, England, United Kingdom",Red,False,Heavyweight,3,0.0,3.0,0.0,11.333333333333336,9.166666666666666,14.666666666666664,11.833333333333336,33.5,18.83333333333333,34.0,18.166666666666668,0.3333333333333333,8.666666666666666,8.166666666666666,0.3333333333333333,0.16666666666666666,1.8333333333333333,0.6666666666666666,0.2883333333333333,3.0,2.0,20.33333333333333,18.0,16.333333333333332,13.5,30.5,9.666666666666666,38.833333333333336,15.666666666666664,0.0,3.8333333333333335,3.0,2.6666666666666665,0.3333333333333333,3.1666666666666665,1.6666666666666667,0.32,16.0,706.1666666666665,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,Southpaw,182.88,247.0,34.0,1
1276,Albert Tumenov,2016-10-08,"Manchester, England, United Kingdom",Red,False,Welterweight,3,1.0,0.0,0.0,8.571428571428571,5.857142857142858,4.0,2.7142857142857144,74.0,30.285714285714285,72.57142857142857,27.857142857142854,0.7142857142857143,1.8571428571428568,1.5714285714285714,0.0,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,5.0,2.0,10.857142857142858,7.857142857142858,3.1428571428571432,2.4285714285714284,67.14285714285714,26.857142857142854,53.714285714285715,16.571428571428573,0.0,10.571428571428571,8.714285714285714,1.4285714285714286,0.14285714285714285,3.7142857142857135,0.8571428571428571,0.22428571428571425,14.0,524.1428571428571,0.0,0.0,1.0,1.0,3.0,0.0,0.0,5.0,Orthodox,180.34,170.0,24.0,1
1288,Tamdan McCrory,2016-10-01,"Portland, Oregon, USA",Red,False,Middleweight,3,1.0,0.0,0.0,4.375,3.375,7.25,4.125,14.125,5.375,28.125,13.0,0.0,2.0,1.625,3.0,1.375,2.875,1.375,0.35,1.0,4.0,4.75,3.375,1.625,1.0,13.625,6.125,14.0,5.25,0.25,5.25,3.875,1.75,0.75,1.75,1.125,0.33875,16.0,510.75,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,Switch,193.04,185.0,29.0,1
1294,Antonio Silva,2016-09-24,"Brasilia, Distrito Federal, Brazil",Red,False,Heavyweight,3,2.0,0.0,0.0,4.3,2.9,6.0,3.9,22.8,10.8,23.2,10.1,0.4,4.6,3.7,0.3,0.0,0.8,0.0,0.0,2.0,7.0,5.1,4.5,3.6,2.6,28.2,14.4,39.7,21.5,0.6,1.5,1.5,0.7,0.0,1.2,0.5,0.273,17.0,348.6,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Orthodox,193.04,264.0,37.0,1
1296,Eric Spicely,2016-09-24,"Brasilia, Distrito Federal, Brazil",Blue,False,Middleweight,3,1.0,0.0,0.0,3.0,2.0,1.0,1.0,8.0,6.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,10.0,5.0,13.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,185.0,29.0,1
1298,Michel Prazeres,2016-09-24,"Brasilia, Distrito Federal, Brazil",Blue,False,Lightweight,3,0.0,2.0,0.0,7.5,4.833333333333333,4.0,2.5,58.5,25.66666666666667,52.33333333333334,21.0,0.16666666666666666,5.5,5.0,3.333333333333333,0.16666666666666666,12.5,4.0,0.3133333333333333,2.0,2.0,11.833333333333336,8.833333333333334,8.0,6.333333333333332,77.83333333333333,26.5,75.16666666666667,22.16666666666667,0.0,7.0,6.833333333333332,1.5,0.5,1.6666666666666667,1.1666666666666667,0.3833333333333333,18.0,900.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,Orthodox,167.64,170.0,35.0,1
